#,Year,ET,MPH,Last,First,Entry,State,Engine,Make,Model,Chassis,Class,Unnamed: 13
8220,1983,5.7,245.9,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8221,1983,5.689,233.16,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,M&S Race Cars,TF,EDIT THIS!
8222,1984,5.701,249.3,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8223,1985,5.651,244.03,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8224,1986,5.541,253.95,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8225,1987,5.586,255.75,Schutz,Denver,Raisin Express,California,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8226,1971,6.715,0.0,Schwartz,Marty,Here Come Da Judge,California,1958 Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
8227,1963,0.0,200.0,Schwartz,Marvin,,Colorado,Ford,Dragster,,,AA/FD,EDIT THIS!
8228,1964,7.99,195.61,Schwartz,Marvin,Marvin Schwartz,Florida,Lincoln,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8229,1965,7.61,204.54,Schwartz,Marvin,Garlits Chassis Special,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8230,1966,7.85,193.54,Schwartz,Marvin,Garlits Chassis Special,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8231,1966,7.41,209.56,Schwartz,Marvin,Marvin Schwartz,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8232,1967,7.22,210.76,Schwartz,Marvin,Anaconda,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8233,1968,6.947,212.76,Schwartz,Marvin,Anaconda,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8234,1969,6.796,217.91,Schwartz,Marvin,Anaconda,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8235,1970,6.75,215.82,Schwartz,Marvin,Wynnscharger,Florida,Chrysler Hemi,,Dragster,R&B Automotive,AA/FD,EDIT THIS!
8236,1970,0.0,0.0,Schwartz,Marvin,Anaconda,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8237,1971,0.0,0.0,Schwartz,Marvin,Wynnscharger,Florida,Chrysler Hemi,,Dragster,R&B Automotive,AA/FD,EDIT THIS!
8238,1971,6.7,0.0,Schwartz,Marvin,Anaconda,Florida,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8239,1972,6.145,234.0,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8240,1973,6.16,234.37,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8241,1974,6.195,228.42,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8242,1975,6.45,220.58,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8243,1976,6.45,215.31,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8244,1977,6.07,227.84,Schwartz,Marvin,Kendall GT-1,Florida,Chrysler Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8245,1978,5.815,245.9,Schwartz,Marvin,Kendall GT-1,Florida,Keith Black Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8246,1979,5.875,245.9,Schwartz,Marvin,Kendall GT-1,Florida,Keith Black Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8247,1980,7.139,235.6,Schwartz,Marvin,Kendall GT-1,Florida,Keith Black Hemi,,Dragster,Don Garlits,AA/FD,EDIT THIS!
8248,1964,8.39,181.26,Scott,Boogie,Paul Vanderley,Louisiana,Chrysler Hemi,,Dragster,Don Garlits & Boogie Scott,AA/FD,EDIT THIS!
8249,1969,7.31,219.51,Scott,Joe,Motor Parts,Texas,Chrysler Hemi,,Dragster,Jerry Norman,AA/FD,EDIT THIS!
8250,1956,0.0,0.0,Scott,Lloyd,Bustle Bomb No. 2/Howard Cams,California,Chevrolet (twins),Dragster,,,AA/FD,EDIT THIS!
8251,1958,9.9,155.0,Scott,Lloyd,Sleep Rocker Special,Washington,Oldsmobile,,Dragster,Scotty Fenn,Top Eliminator,EDIT THIS!
8252,1965,7.74,194.38,Scott Jr.,Billy,Scotty's Muffler,California,Chevrolet,,Dragster,,B/FD,EDIT THIS!
8253,1966,7.715,177.16,Scott Jr.,Billy,Gall & Trotter,California,Chrysler Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
8254,1966,0.0,208.0,Scott Jr.,Billy,Scotty's Muffler,California,Chevrolet,,Dragster,,B/FD,EDIT THIS!
8255,1967,6.882,222.0,Scott Jr.,Billy,John Moxley,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8256,1964,7.67,201.0,Scrima,Ron,Scrima-liner,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8257,1965,7.801,175.0,Scrima,Ron,Scrima-liner,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8258,1965,8.24,201.11,Seeley,Sid,Blitz,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8259,1971,6.805,0.0,Seeley,Sid,Donnelly & Seeley,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8260,1972,6.62,0.0,Seeley,Sid,Donnelly & Seeley / The Flesher,Illinois,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
8261,1973,6.7,190.67,Seeley,Sid,Donnelly & Seeley,Illinois,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
8262,1974,0.0,0.0,Seeley,Sid,The Moline Madman,Illinois,,,Dragster,,AA/FD,EDIT THIS!
8263,1975,6.525,200.0,Seeley,Sid,The Moline Madman,Illinois,,,Dragster,,AA/FD,EDIT THIS!
8264,1976,0.0,0.0,Seeley,Sid,The Moline Madman,Illinois,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
8265,1977,6.14,225.0,Seeley,Sid,The Moline Madman,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8266,1980,6.09,0.0,Seeley,Sid,The Moline Madman,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8267,1989,5.715,242.58,Segrini,Al,Coca-Cola Classic,Massachusetts,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8268,1992,5.005,286.8,Segrini,Al,Billy Lynch,Massachusetts,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8269,1993,5.36,262.23,Segrini,Al,Billy Lynch,Massachusetts,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8270,1994,4.964,0.0,Segrini,Al,Billy Lynch,Massachusetts,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8271,1995,4.925,293.54,Segrini,Al,Spies Hecker,Massachusetts,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8272,2022,0.0,0.0,Sellers,Elaine,Lady Elaine,Washington,Chrysler Hemi,,Dragster,,Top Fuel,EDIT THIS!
8273,1976,6.25,223.88,Selley,Bill,Don Denner,Kansas,Chevrolet,,Dragster,Don Long,AA/FD,EDIT THIS!
8274,1976,6.21,221.67,Selley,Bill,Jayhawker,Kansas,Chevrolet,,Dragster,Mark Williams,AA/FD,EDIT THIS!
8275,1977,0.0,0.0,Selley,Bill,Don Denner,Kansas,Chevrolet,,Dragster,Don Long,AA/FD,EDIT THIS!
8276,1977,0.0,0.0,Selley,Bill,Jayhawker,Kansas,Chevrolet,,Dragster,Mark Williams,AA/FD,EDIT THIS!
8277,1977,6.07,239.36,Selley,Bill,Dale Shane,Kansas,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
8278,1977,6.36,184.04,Selley,Bill,Don Denner,Kansas,Chevrolet,,Dragster,Don Long,AA/FD,EDIT THIS!
8279,1978,6.104,238.09,Selley,Bill,Dale Shane,Kansas,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
8280,1978,0.0,0.0,Selley,Bill,Jayhawker,Kansas,Chevrolet,,Dragster,Mark Williams,AA/FD,EDIT THIS!
8281,1979,6.08,228.42,Selley,Bill,Dale Shane/High Plains Drifter,Kansas,Donovan Hemi,,Dragster,,AA/FD,EDIT THIS!
8282,1979,6.08,0.0,Selley,Bill,Jayhawker,Kansas,Chevrolet,,Dragster,Mark Williams,AA/FD,EDIT THIS!
8283,1980,6.035,0.0,Selley,Bill,Dale Shane,Kansas,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8284,1980,6.002,229.59,Selley,Bill,Mounkes & Selley,Kansas,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8285,1969,0.0,0.0,Setas,John,,Ohio,,,Dragster,,AA/FD,EDIT THIS!
8286,1968,0.0,0.0,Settles,Dave,Howards Cams Unbearable,Arizona,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8287,1969,7.32,220.0,Settles,Dave,Howards Cams Unbearable,Arizona,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8288,1970,6.819,221.0,Settles,Dave,Bones Holberg,Arizona,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8289,1971,7.58,0.0,Settles,Dave,Settles & Meyer,Arizona,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
8290,1972,7.55,0.0,Settles,Dave,Settles & Meyer,Arizona,Chrysler Hemi,,Dragster,,A/FD,EDIT THIS!
8291,1973,6.17,232.55,Settles,Dave,Texas Whips,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8292,1974,5.985,242.58,Settles,Dave,Candies & Hughes,Texas,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
8293,1974,6.135,246.57,Settles,Dave,Texas Whips,Texas,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8294,1975,5.98,236.22,Settles,Dave,Candies & Hughes,Texas,Keith Black Hemi,,Dragster,Woody Gilmore,AA/FD,EDIT THIS!
8295,1979,5.775,246.57,Settles,Dave,Blue Max,Texas,Keith Black Hemi,,Dragster,ACI - Dave Settles,AA/FD,EDIT THIS!
8296,1979,6.17,230.0,Settles,Dave,Rupp & Dakin,Texas,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
8297,1980,0.0,0.0,Settles,Dave,Blue Max,Texas,Keith Black Hemi,,Dragster,ACI - Dave Settles,TF,EDIT THIS!
8298,1981,5.81,235.6,Settles,Dave,Fisher's Fever,Texas,Keith Black Hemi,,Dragster,ACI - Dave Settles,TF,EDIT THIS!
8299,1967,9.81,175.43,Sevido,Vito,Vito Sevido,New York,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8300,1962,0.0,0.0,Sforza,Mike,Patrician,New York,Chrysler Hemi,,Dragster,Mike Sforza,AA/FD,EDIT THIS!
8301,1963,0.0,0.0,Sforza,Mike,Patrician,New York,Chrysler Hemi,,Dragster,Mike Sforza,AA/FD,EDIT THIS!
8302,1964,0.0,0.0,Sforza,Mike,Patrician,New York,Chrysler Hemi,,Dragster,Mike Sforza,AA/FD,EDIT THIS!
8303,1965,0.0,0.0,Sforza,Mike,Patrician,New York,Chrysler Hemi,,Dragster,Mike Sforza,AA/FD,EDIT THIS!
8304,1978,6.34,217.0,Shane,Dale,Dale Shane,Kansas,Donovan Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
8305,1978,6.71,203.16,Shane,Gary,Gary Shane,California,Keith Black Hemi,,Dragster,,AA/FD,EDIT THIS!
8306,1994,0.0,0.0,Sharp,Gary,Sharp Motorsports,Texas,TFX Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8307,1965,8.76,174.75,Sharpin,Miles,Viper,Illinois,,,Dragster,,AA/FD,EDIT THIS!
8308,1967,0.0,197.8,Sharpless,Miles,Miles Sharpless,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8309,1968,0.0,0.0,Sharpless,Miles,Miles Sharpless,Illinois,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8310,1967,7.356,205.22,Sharpshair,Jack,Scott & Wilke,Ohio,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8311,1965,0.0,0.0,Shattuck,Dick,Dick Shattuck,Colorado,Chevrolet,,Dragster,Mark Williams,B/FD,EDIT THIS!
8312,1972,6.96,0.0,Shaw,Dean,Dean's Muffler Spl.,California,1958 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8313,1965,7.67,219.5,Shaw,Lew,Norton Bros. & Shaw,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8314,1963,8.41,188.27,Shaw,Tom,Norton Bros. & Shaw,Washington,Chrysler Hemi,,Dragster,Harris Welding,AA/FD,EDIT THIS!
8315,1964,0.0,0.0,Shaw,Tom,Norton Bros. & Shaw,Washington,Chrysler Hemi,,Dragster,Rod Stuckey,AA/FD,EDIT THIS!
8316,1965,7.94,197.8,Shaw,Tom,Norton Bros. & Shaw,Washington,Chrysler Hemi,,Dragster,Rod Stuckey,AA/FD,EDIT THIS!
8317,1965,7.83,201.78,Shaw,Tom,Shaw Bros & Blaylock,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8318,1965,8.29,200.88,Shaw,Tom,Hendrickson & Richfield,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8319,1968,7.055,226.13,Shaw,Tom,Shaw Bros.,Washington,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8320,1970,0.0,0.0,Shawfrank,Dick,Dick Shawfrank,Illinois,Chrysler Hemi,,Dragster,R&B Automotive,AA/FD,EDIT THIS!
8321,1971,0.0,0.0,Shawfrank,Dick,Dick Shawfrank,Illinois,Chrysler Hemi,,Dragster,R&B Automotive,AA/FD,EDIT THIS!
8322,1972,6.44,224.43,Shawfrank,Dick,Dick Shawfrank,Illinois,Chrysler Hemi,,Dragster,R&B Automotive,AA/FD,EDIT THIS!
8323,1997,5.089,276.46,Sheavills,Barry,Red Stripe/Wynn's,Nottinghamshire,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8324,1998,4.942,297.19,Sheavills,Barry,Red Stripe/Wynn's,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8325,1999,5.168,281.32,Sheavills,Barry,Red Stripe/Wynn's,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8326,2000,5.225,267.16,Sheavills,Barry,Red Stripe/Wynn's,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8327,2001,4.986,273.3,Sheavills,Barry,Triple R Carlubes,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8328,2002,4.974,304.71,Sheavills,Barry,Triple R Carlubes,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8329,2003,0.0,0.0,Sheavills,Barry,Carbon by Design Products,Nottinghamshire,TFX Hemi,,Dragster,Brad Hadman,TF,EDIT THIS!
8330,2005,0.0,0.0,Sheavills,Barry,Fans Fueler,Nottinghamshire,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8331,2006,5.808,189.21,Sheavills,Barry,RF Motorsports/Stagecoach,Nottinghamshire,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8332,2008,5.115,271.33,Sheavills,Barry,RF Motorsports,Nottinghamshire,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8333,2011,5.347,205.01,Sheehan,Mark,Sheehan Racing,Western Australia,BAE Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8334,2011,5.347,205.01,Sheehan,Mark,Sheehan Racing,Western Australia,BAE Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8335,2012,4.858,260.11,Sheehan,Mark,Sheehan Racing,Western Australia,BAE Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8336,2013,5.122,221.13,Sheehan,Mark,Sheehan Racing,Western Australia,BAE Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8337,2014,4.753,265.0,Sheehan,Mark,Sheehan Racing,Western Australia,BAE Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8338,2015,4.754,286.62,Sheehan,Mark,Nitro Mad Man,Western Australia,BAE Keith Black Hemi,,Dragster,MLR,TF,EDIT THIS!
8339,2016,0.0,0.0,Sheehan,Mark,Nitro Mad Man,Western Australia,BAE Keith Black Hemi,,Dragster,MLR,TF,EDIT THIS!
8340,2017,0.0,0.0,Sheehan,Mark,Nitro Mad Man,Western Australia,BAE Keith Black Hemi,,Dragster,MLR,TF,EDIT THIS!
8341,2006,0.0,0.0,Shepherd,Amanda,Shepherd/Gulf Western Oil,New South Wales,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8342,2007,5.146,287.53,Shepherd,Amanda,Wynn's/Skip's Racing,New South Wales,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8343,2008,4.896,291.07,Shepherd,Amanda,Shepherd/Skip's Racing/Wynn's,New South Wales,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8344,2009,0.0,0.0,Shepherd,Amanda,Shepherd/Skip's Racing/Wynn's,New South Wales,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8345,1971,7.72,205.71,Shepherd,Blair,Wheeler Dealer,Victoria,Chrysler Hemi,,Dragster,Frank Huzar,AA/FD,EDIT THIS!
8346,2002,0.0,0.0,Shepherd,Bob,Turnbull's Truck Centre,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8347,2003,5.23,269.0,Shepherd,Bob,Turnbull's Truck Centre,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8348,2004,5.062,282.92,Shepherd,Bob,Gulf Western Oil,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8349,2005,5.013,283.37,Shepherd,Bob,Gulf Western Oil,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8350,2006,4.951,287.05,Shepherd,Bob,Gulf Western Oil,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8351,2007,5.018,285.05,Shepherd,Bob,Skip's Fire Serivce,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8352,2008,5.026,237.8,Shepherd,Bob,Shepherd/Skip's Racing,New South Wales,BAE Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8353,2009,5.191,209.85,Shepherd,Bob,Shepherd/Skip's Racing,New South Wales,BAE Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8354,2010,5.906,160.06,Shepherd,Bob,Shepherd/Skip's Racing,New South Wales,BAE Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8355,2011,4.93,295.46,Shepherd,Bob,Shepherd/Skip's Racing,New South Wales,BAE Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8356,2004,5.039,278.81,Shepherd,Luke,Gulf Western Oil,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
8357,2005,5.278,0.0,Shepherd,Luke,Gulf Western Oil,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
8358,2005,4.881,276.8,Shepherd,Luke,Uplift Cranes,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
8359,2006,0.0,0.0,Shepherd,Luke,Santo's Cranes 2,New South Wales,TFX Hemi,,Dragster,,TF,EDIT THIS!
8360,2007,4.988,282.36,Shepherd,Luke,Wesco Cranes,New South Wales,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8361,2008,0.0,0.0,Shepherd,Luke,Wesco,New South Wales,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8362,2009,4.89,294.12,Shepherd,Luke,Wesco,New South Wales,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8363,2010,0.0,0.0,Shepherd,Luke,Luke Shepherd,New South Wales,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8364,2011,5.569,253.33,Shepherd,Luke,Luke Shepherd,New South Wales,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8365,2012,5.716,158.99,Shepherd,Luke,PremiAir Racing,New South Wales,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8366,1993,5.905,244.56,Shepherd,Mark,Rapisarda Racing,New South Wales,Keith Black Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8367,1997,5.395,239.38,Shepherd,Mark,Fjeld/Wynn's/Torco,,Keith Black Hemi,,Dragster,Al Swindahl,TF,EDIT THIS!
8368,2005,0.0,0.0,Shepherd,Matt,Gulf Western Oil,,TFX Hemi,,Dragster,,TF,EDIT THIS!
8369,1997,5.068,286.07,Sherman,R.C.,Boninfante Products,Maryland,Keith Black Hemi,,Dragster,Marc Rowe,TF,EDIT THIS!
8370,1998,0.0,0.0,Sherman,R.C.,Boninfante Products,Maryland,Keith Black Hemi,,Dragster,Marc Rowe,TF,EDIT THIS!
8371,1986,6.46,212.26,Sherratt,Bill,Nightline Express,Lancashire,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8372,1989,6.2,230.22,Sherry,Bob,White Lightning,South Australia,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8373,1990,0.0,0.0,Sherry,Bob,White Lightning,South Australia,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8374,1991,6.2,230.23,Sherry,Bob,White Lightning,South Australia,JP-1 Hemi,,Dragster,Dave Uyehara,TF,EDIT THIS!
8375,1994,0.0,0.0,Sherry,Bob,NEC Information Systems,South Australia,Keith Black Hemi,,Dragster,,TF,EDIT THIS!
8376,1995,5.38,272.56,Sherry,Bob,NEC Information Systems,South Australia,TFX Hemi,,Dragster,,TF,EDIT THIS!
8377,1996,5.246,0.0,Sherry,Bob,NEC Information Systems,South Australia,TFX Hemi,,Dragster,,TF,EDIT THIS!
8378,1997,0.0,276.07,Sherry,Bob,NEC Information Systems,South Australia,TFX Hemi,,Dragster,,TF,EDIT THIS!
8379,1967,0.0,0.0,Shipley,,Shipley Racing,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8380,1965,8.38,180.72,Shiroma,Stan,Kupacha Special,Hawaii,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8381,1967,7.398,215.3,Shiroma,Stan,"Crivello, Farias & Shiroma",California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8382,1968,0.0,0.0,Shiroma,Stan,"Crivello, Farias & Shiroma",California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8383,1968,7.285,0.0,Shiroma,Stan,Hawaiian II,California,Chrysler Hemi,,Dragster,Don Long,AA/FD,EDIT THIS!
8384,1968,6.904,221.12,Shiroma,Stan,Mr. Ed,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8385,1969,0.0,0.0,Shiroma,Stan,Hawaiian,California,Chrysler Hemi,,Dragster,Kent Fuller,AA/FD,EDIT THIS!
8386,1969,6.94,226.13,Shiroma,Stan,Mr. Ed,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8387,1969,6.972,218.44,Shiroma,Stan,Jackie Peebles,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8388,1970,0.0,0.0,Shiroma,Stan,Mr. Ed,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8389,1974,0.0,0.0,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8390,1975,5.932,243.9,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8391,1976,5.865,236.84,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8392,1977,5.84,247.93,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8393,1978,6.039,235.6,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8394,1979,0.0,0.0,Shiroma,Stan,Lidtke & Zeller,California,Rodeck Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8395,1980,0.0,0.0,Shiroma,Stan,Lidtke & Shiroma,California,Rodeck Chevrolet,,Dragster,,TF,EDIT THIS!
8396,1971,6.73,0.0,Shoemaker,John,Stammerjohann & Shoemaker,California,Chrysler Hemi,,Dragster,Shoemaker,AA/FD,EDIT THIS!
8397,1972,6.536,222.22,Shoemaker,John,Stammerjohann & Shoemaker,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8398,1975,0.0,0.0,Shoemaker,John,Renegade,California,Chrysler Hemi,,Dragster,John Shoemaker,AA/FD,EDIT THIS!
8399,1970,0.0,0.0,Shott,Richie,Shottgun Express,New York,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8400,1971,0.0,0.0,Shott,Richie,Shottgun Express,New York,Chevrolet,,Dragster,,AA/FD,EDIT THIS!
8401,1965,8.71,174.41,Shoults,Ray,Shoults & Clemens,California,Chrysler Hemi,,Dragster,,B/FD,EDIT THIS!
8402,1965,0.0,0.0,Shoults,Ray,Red Mendicino,California,Chrysler Hemi,,Dragster,,Top Fuel,EDIT THIS!
8403,1961,0.0,0.0,Shubert,Zane,Chet Herbert Special,California,Chevrolet (twins),,Dragster,Zane Shubert,A/FD,EDIT THIS!
8404,1962,0.0,0.0,Shubert,Zane,Chet Herbert Special,California,Chevrolet,,Dragster,Zane Shubert,A/FD,EDIT THIS!
8405,1962,8.1,0.0,Shubert,Zane,Herbert-Steen,California,Oldsmobile F85,,Dragster,Roy Steen,A/FD,EDIT THIS!
8406,1963,8.17,186.72,Shubert,Zane,Chet Herbert Special,California,Chevrolet,,Dragster,Lefty Mudersbach,A/FD,EDIT THIS!
8407,1964,7.83,191.0,Shubert,Zane,Chet Herbert Special,California,Chevrolet,,Dragster,Zane Shubert,B/FD,EDIT THIS!
8408,1965,7.7,200.44,Shubert,Zane,Chet Herbert Special,California,Chevrolet,,Dragster,Lefty Mudersbach,B/FD,EDIT THIS!
8409,1966,0.0,0.0,Shubert,Zane,Chet Herbert Special,California,Chevrolet,,Dragster,Zane Shubert,B/FD,EDIT THIS!
8410,1966,7.72,209.78,Shubert,Zane,Velasco-Okamura-Shubert,California,Chrysler Hemi,,Dragster,RCS,AA/FD,EDIT THIS!
8411,1967,7.55,210.0,Shubert,Zane,Velasco & Okamura,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8412,1967,0.0,0.0,Shubert,Zane,Velasco & Shubert,California,Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8413,1970,0.0,0.0,Shubert,Zane,"Steiner, Townley & Richardson",California,1957 Chrysler Hemi,,Dragster,,AA/FD,EDIT THIS!
8414,2024,0.0,0.0,Shumake,Travis,Gillette Labs,New York,AJPE Hemi,,Dragster,MLR,Top Fuel,EDIT THIS!
